Source,Target,Type,Id,Label,Weight
C0270858,C0026603,Directed,C0270858_C0026603,Edge from Abdominal Migraine to Motion Sickness,1
C0270858,C0027497,Directed,C0270858_C0027497,Edge from Abdominal Migraine to Nausea,2
C0270858,C0085636,Directed,C0270858_C0085636,Edge from Abdominal Migraine to Photophobia,2
C0270858,C0042963,Directed,C0270858_C0042963,Edge from Abdominal Migraine to Vomiting,1
C0000735,C0000727,Directed,C0000735_C0000727,"Edge from Abdominal Neoplasms to Abdomen, Acute",1
C0000735,C0000737,Directed,C0000735_C0000737,Edge from Abdominal Neoplasms to Abdominal Pain,1
C0000735,C0011991,Directed,C0000735_C0011991,Edge from Abdominal Neoplasms to Diarrhea,1
C0000735,C0015970,Directed,C0000735_C0015970,Edge from Abdominal Neoplasms to Fever of Unknown Origin,1
C0000735,C0022354,Directed,C0000735_C0022354,"Edge from Abdominal Neoplasms to Jaundice, Obstructive",1
C0000735,C0021712,Directed,C0000735_C0021712,"Edge from Abdominal Neoplasms to Myoclonus, Intention",1
C0000735,C0027497,Directed,C0000735_C0027497,Edge from Abdominal Neoplasms to Nausea,1
C0000735,C0030200,Directed,C0000735_C0030200,"Edge from Abdominal Neoplasms to Pain, Intractable",1
C0000735,C0458257,Directed,C0000735_C0458257,"Edge from Abdominal Neoplasms to Pain, Splitting",1
C0000735,C0042963,Directed,C0000735_C0042963,Edge from Abdominal Neoplasms to Vomiting,1
C0161407,C0271186,Directed,C0161407_C0271186,"Edge from Abducens Nerve Injury to Diplopia, Refractive",1
C0161407,C0013604,Directed,C0161407_C0013604,Edge from Abducens Nerve Injury to Edema,1
C0161407,C0015469,Directed,C0161407_C0015469,Edge from Abducens Nerve Injury to Facial paralysis,1
C0161407,C0339693,Directed,C0161407_C0339693,Edge from Abducens Nerve Injury to Internal Ophthalmoplegia,1
C0161407,C0271131,Directed,C0161407_C0271131,Edge from Abducens Nerve Injury to Occluded Pupils,1
C0161407,C0234544,Directed,C0161407_C0234544,Edge from Abducens Nerve Injury to Todd Paralysis,1
C0161407,C3665347,Directed,C0161407_C3665347,Edge from Abducens Nerve Injury to Visual Impairment,1
C0751940,C0271186,Directed,C0751940_C0271186,"Edge from Abducens Palsy, Childhood, Benign Recurrent to Diplopia, Refractive",1
C0751940,C0015469,Directed,C0751940_C0015469,"Edge from Abducens Palsy, Childhood, Benign Recurrent to Facial paralysis",1
C0751940,C0877781,Directed,C0751940_C0877781,"Edge from Abducens Palsy, Childhood, Benign Recurrent to Hemicrania",1
C0751940,C0751203,Directed,C0751940_C0751203,"Edge from Abducens Palsy, Childhood, Benign Recurrent to Horner Syndrome, Acquired",1
C0751940,C0020580,Directed,C0751940_C0020580,"Edge from Abducens Palsy, Childhood, Benign Recurrent to Hypesthesia",1
C0751940,C0339693,Directed,C0751940_C0339693,"Edge from Abducens Palsy, Childhood, Benign Recurrent to Internal Ophthalmoplegia",1
C0751940,C0151786,Directed,C0751940_C0151786,"Edge from Abducens Palsy, Childhood, Benign Recurrent to Muscle Weakness",1
C0751940,C0751135,Directed,C0751940_C0751135,"Edge from Abducens Palsy, Childhood, Benign Recurrent to Neuralgic Facial Pain",1
C0751940,C0030552,Directed,C0751940_C0030552,"Edge from Abducens Palsy, Childhood, Benign Recurrent to Paresis",1
C0751940,C0234544,Directed,C0751940_C0234544,"Edge from Abducens Palsy, Childhood, Benign Recurrent to Todd Paralysis",1
C0000744,C0750937,Directed,C0000744_C0750937,"Edge from Abetalipoproteinemia to Ataxia, Appendicular",1
C0000744,C0393584,Directed,C0000744_C0393584,Edge from Abetalipoproteinemia to Benign Hereditary Chorea,1
C0000744,C0005910,Directed,C0000744_C0005910,Edge from Abetalipoproteinemia to Body Weight,1
C0000744,C0007758,Directed,C0000744_C0007758,Edge from Abetalipoproteinemia to Cerebellar Ataxia,1
C0000744,C0155015,Directed,C0000744_C0155015,"Edge from Abetalipoproteinemia to Color Blindness, Red",1
C0000744,C0011991,Directed,C0000744_C0011991,Edge from Abetalipoproteinemia to Diarrhea,1
C0000744,C0015411,Directed,C0000744_C0015411,Edge from Abetalipoproteinemia to Eye Manifestations,1
C0000744,C0751564,Directed,C0000744_C0751564,Edge from Abetalipoproteinemia to Pill Rolling Tremor,1
C0000744,C0277850,Directed,C0000744_C0277850,"Edge from Abetalipoproteinemia to Reflex, Pendular",1
C0000744,C0544679,Directed,C0000744_C0544679,"Edge from Abetalipoproteinemia to Scotoma, Paracecal",1
C0000771,C0005612,Directed,C0000771_C0005612,"Edge from Abnormalities, Drug-Induced to Birth Weight",1
C0000771,C0005910,Directed,C0000771_C0005910,"Edge from Abnormalities, Drug-Induced to Body Weight",1
C0000771,C0015799,Directed,C0000771_C0015799,"Edge from Abnormalities, Drug-Induced to Feminization",1
C0000771,C0015924,Directed,C0000771_C0015924,"Edge from Abnormalities, Drug-Induced to Fetal Anoxia",1
C0000771,C0751992,Directed,C0000771_C0751992,"Edge from Abnormalities, Drug-Induced to Fetal Weight",1
C0000771,C0020450,Directed,C0000771_C0020450,"Edge from Abnormalities, Drug-Induced to Hyperemesis Gravidarum",1
C0000771,C0027497,Directed,C0000771_C0027497,"Edge from Abnormalities, Drug-Induced to Nausea",1
C0000771,C3495874,Directed,C0000771_C3495874,"Edge from Abnormalities, Drug-Induced to Nonepileptic Seizures",1
C0000771,C5441816,Directed,C0000771_C5441816,"Edge from Abnormalities, Drug-Induced to Psychomotor Impairment",1
C0000771,C0043094,Directed,C0000771_C0043094,"Edge from Abnormalities, Drug-Induced to Weight Gain",1
C0000773,C0751292,Directed,C0000773_C0751292,"Edge from Abnormalities, Radiation-Induced to Age-Related Memory Disorders",1
C0000773,C0005910,Directed,C0000773_C0005910,"Edge from Abnormalities, Radiation-Induced to Body Weight",1
C0000773,C0233407,Directed,C0000773_C0233407,"Edge from Abnormalities, Radiation-Induced to Disorientation",1
C0000773,C0751992,Directed,C0000773_C0751992,"Edge from Abnormalities, Radiation-Induced to Fetal Weight",1
C0000773,C0015967,Directed,C0000773_C0015967,"Edge from Abnormalities, Radiation-Induced to Fever",1
C0000773,C0086395,Directed,C0000773_C0086395,"Edge from Abnormalities, Radiation-Induced to Hearing Loss, Extreme",1
C0000773,C0455988,Directed,C0000773_C0455988,"Edge from Abnormalities, Radiation-Induced to Hydrops Fetalis, Non-Immune",1
C2713367,C0455988,Directed,C2713367_C0455988,"Edge from Abnormality, Severe Teratoid to Hydrops Fetalis, Non-Immune",1
C0000809,C0005612,Directed,C0000809_C0005612,"Edge from Abortion, Habitual to Birth Weight",1
C0000809,C0013390,Directed,C0000809_C0013390,"Edge from Abortion, Habitual to Dysmenorrhea",1
C0000809,C0015930,Directed,C0000809_C0015930,"Edge from Abortion, Habitual to Fetal Distress",1
C0000809,C0019572,Directed,C0000809_C0019572,"Edge from Abortion, Habitual to Hirsutism",1
C0000809,C0020450,Directed,C0000809_C0020450,"Edge from Abortion, Habitual to Hyperemesis Gravidarum",1
C0000809,C0020455,Directed,C0000809_C0020455,"Edge from Abortion, Habitual to Hypergammaglobulinemia",1
C0000809,C0398650,Directed,C0000809_C0398650,"Edge from Abortion, Habitual to Immune thrombocytopenic purpura",1
C0000809,C0028754,Directed,C0000809_C0028754,"Edge from Abortion, Habitual to Obesity",1
C0000809,C0231341,Directed,C0000809_C0231341,"Edge from Abortion, Habitual to Premature aging syndrome",1
C0000809,C0033931,Directed,C0000809_C0033931,"Edge from Abortion, Habitual to Psychophysiologic Disorders",1
C0000817,C0007398,Directed,C0000817_C0007398,"Edge from Abortion, Septic to Catatonia",1
C0000817,C1956258,Directed,C0000817_C1956258,"Edge from Abortion, Septic to Familial Thrombotic Thrombocytopenic Purpura",1
C0000817,C0015967,Directed,C0000817_C0015967,"Edge from Abortion, Septic to Fever",1
C0000817,C0019048,Directed,C0000817_C0019048,"Edge from Abortion, Septic to Hemoglobinuria",1
C0000817,C0242183,Directed,C0000817_C0242183,"Edge from Abortion, Septic to Jaundice, Hemolytic",1
C0000817,C0028961,Directed,C0000817_C0028961,"Edge from Abortion, Septic to Oliguria",1
C0000817,C0032617,Directed,C0000817_C0032617,"Edge from Abortion, Septic to Polyuria",1
C0000817,C0036396,Directed,C0000817_C0036396,"Edge from Abortion, Septic to Sciatica",1
C0000817,C0544679,Directed,C0000817_C0544679,"Edge from Abortion, Septic to Scotoma, Paracecal",1
C0000817,C0154333,Directed,C0000817_C0154333,"Edge from Abortion, Septic to Subacute Delirium",1
C0000822,C0005612,Directed,C0000822_C0005612,"Edge from Abortion, Tubal to Birth Weight",1
C0000822,C0015930,Directed,C0000822_C0015930,"Edge from Abortion, Tubal to Fetal Distress",1
C0000822,C0015967,Directed,C0000822_C0015967,"Edge from Abortion, Tubal to Fever",1
C0000822,C0455988,Directed,C0000822_C0455988,"Edge from Abortion, Tubal to Hydrops Fetalis, Non-Immune",1
C0000822,C0020450,Directed,C0000822_C0020450,"Edge from Abortion, Tubal to Hyperemesis Gravidarum",1
C0000822,C0474368,Directed,C0000822_C0474368,"Edge from Abortion, Tubal to Labor Pain",1
C0000822,C0027497,Directed,C0000822_C0027497,"Edge from Abortion, Tubal to Nausea",1
C0000822,C0028754,Directed,C0000822_C0028754,"Edge from Abortion, Tubal to Obesity",1
C0000822,C0033931,Directed,C0000822_C0033931,"Edge from Abortion, Tubal to Psychophysiologic Disorders",1
C0000822,C0042963,Directed,C0000822_C0042963,"Edge from Abortion, Tubal to Vomiting",1
C0000823,C0000729,Directed,C0000823_C0000729,"Edge from Abortion, Veterinary to Abdominal Cramps",1
C0000823,C1148522,Directed,C0000823_C1148522,"Edge from Abortion, Veterinary to Acoustic Trauma",1
C0000823,C0005612,Directed,C0000823_C0005612,"Edge from Abortion, Veterinary to Birth Weight",1
C0000823,C0005910,Directed,C0000823_C0005910,"Edge from Abortion, Veterinary to Body Weight",1
C0000823,C0011991,Directed,C0000823_C0011991,"Edge from Abortion, Veterinary to Diarrhea",1
C0000823,C0013604,Directed,C0000823_C0013604,"Edge from Abortion, Veterinary to Edema",1
C0000823,C0015967,Directed,C0000823_C0015967,"Edge from Abortion, Veterinary to Fever",1
C0000823,C0751564,Directed,C0000823_C0751564,"Edge from Abortion, Veterinary to Pill Rolling Tremor",1
C0000823,C0270790,Directed,C0000823_C0270790,"Edge from Abortion, Veterinary to Quadriparesis",1
C0000823,C0234544,Directed,C0000823_C0234544,"Edge from Abortion, Veterinary to Todd Paralysis",1
C0000832,C0000727,Directed,C0000832_C0000727,"Edge from Abruptio Placentae to Abdomen, Acute",1
C0000832,C0000737,Directed,C0000832_C0000737,Edge from Abruptio Placentae to Abdominal Pain,2
C0000832,C0005612,Directed,C0000832_C0005612,Edge from Abruptio Placentae to Birth Weight,1
C0000832,C0015924,Directed,C0000832_C0015924,Edge from Abruptio Placentae to Fetal Anoxia,1
C0000832,C0015930,Directed,C0000832_C0015930,Edge from Abruptio Placentae to Fetal Distress,1
C0000832,C0015938,Directed,C0000832_C0015938,Edge from Abruptio Placentae to Fetal Macrosomia,1
C0000832,C0033687,Directed,C0000832_C0033687,Edge from Abruptio Placentae to Proteinuria,1
C0000832,C0751721,Directed,C0000832_C0751721,"Edge from Abruptio Placentae to Syncope, Cerebral",1
C0000832,C0917812,Directed,C0000832_C0917812,Edge from Abruptio Placentae to Tetanilla,1
C0000832,C0043094,Directed,C0000832_C0043094,Edge from Abruptio Placentae to Weight Gain,1
C0000833,C0000727,Directed,C0000833_C0000727,"Edge from Abscess to Abdomen, Acute",1
C0000833,C0000737,Directed,C0000833_C0000737,Edge from Abscess to Abdominal Pain,1
C0000833,C0041834,Directed,C0000833_C0041834,Edge from Abscess to Erythema,1
C0000833,C0015967,Directed,C0000833_C0015967,Edge from Abscess to Fever,1
C0000833,C0015970,Directed,C0000833_C0015970,Edge from Abscess to Fever of Unknown Origin,1
C0000833,C0343495,Directed,C0000833_C0343495,Edge from Abscess to Lockjaw,1
C0000833,C0278114,Directed,C0000833_C0278114,"Edge from Abscess to Paraplegia, Cerebral",1
C0000833,C0270790,Directed,C0000833_C0270790,Edge from Abscess to Quadriparesis,1
C0000833,C0751648,Directed,C0000833_C0751648,Edge from Abscess to Recurrent Low Back Pain,1
C0000833,C0042025,Directed,C0000833_C0042025,Edge from Abscess to Urinary Stress Incontinence,1
C0000833,C0750949,Directed,C0000833_C0750949,Edge from Abscess to Vertebrogenic Pain Syndrome,1
C0014553,C0234482,Directed,C0014553_C0234482,"Edge from Absence Epilepsy to Aphasia, Semantic",1
C0014553,C0544668,Directed,C0014553_C0544668,"Edge from Absence Epilepsy to Hallucinations, Kinesthetic",1
C0014553,C0392550,Directed,C0014553_C0392550,"Edge from Absence Epilepsy to Hemiplegia, Infantile",1
C0014553,C0020578,Directed,C0014553_C0020578,Edge from Absence Epilepsy to Hyperventilation,1
C0014553,C0021712,Directed,C0014553_C0021712,"Edge from Absence Epilepsy to Myoclonus, Intention",1
C0014553,C3495874,Directed,C0014553_C3495874,Edge from Absence Epilepsy to Nonepileptic Seizures,1
C0014553,C0751564,Directed,C0014553_C0751564,Edge from Absence Epilepsy to Pill Rolling Tremor,1
C0014553,C5441816,Directed,C0014553_C5441816,Edge from Absence Epilepsy to Psychomotor Impairment,1
C0014553,C0751506,Directed,C0014553_C0751506,Edge from Absence Epilepsy to REM Sleep Deprivation,1
C0014553,C0041657,Directed,C0014553_C0041657,Edge from Absence Epilepsy to Unconscious State,1
C0267841,C0000727,Directed,C0267841_C0000727,"Edge from Acalculous Cholecystitis to Abdomen, Acute",1
C0267841,C0000737,Directed,C0267841_C0000737,Edge from Acalculous Cholecystitis to Abdominal Pain,1
C0267841,C0235229,Directed,C0267841_C0235229,Edge from Acalculous Cholecystitis to Ciliary Body Spasm,1
C0267841,C0015967,Directed,C0267841_C0015967,Edge from Acalculous Cholecystitis to Fever,1
C0267841,C0242183,Directed,C0267841_C0242183,"Edge from Acalculous Cholecystitis to Jaundice, Hemolytic",1
C0267841,C0022354,Directed,C0267841_C0022354,"Edge from Acalculous Cholecystitis to Jaundice, Obstructive",1
C0267841,C0028754,Directed,C0267841_C0028754,Edge from Acalculous Cholecystitis to Obesity,1
C0267841,C0030200,Directed,C0267841_C0030200,"Edge from Acalculous Cholecystitis to Pain, Intractable",1
C0267841,C0458257,Directed,C0267841_C0458257,"Edge from Acalculous Cholecystitis to Pain, Splitting",1
C0000880,C1879328,Directed,C0000880_C1879328,Edge from Acanthamoeba Keratitis to Blindness both eyes NOS (disorder),1
C0000880,C0042798,Directed,C0000880_C0042798,Edge from Acanthamoeba Keratitis to Low Vision,1
C0000880,C0458257,Directed,C0000880_C0458257,"Edge from Acanthamoeba Keratitis to Pain, Splitting",1
C0000880,C0036659,Directed,C0000880_C0036659,Edge from Acanthamoeba Keratitis to Sensation Disorders,1
C0000880,C0018784,Directed,C0000880_C0018784,Edge from Acanthamoeba Keratitis to Sensorineural Hearing Loss (disorder),1
C0000880,C3665347,Directed,C0000880_C3665347,Edge from Acanthamoeba Keratitis to Visual Impairment,1
C3489414,C0085593,Directed,C3489414_C0085593,Edge from Acanthocheilonema perstans Infection to Chills,1
C3489414,C0015967,Directed,C3489414_C0015967,Edge from Acanthocheilonema perstans Infection to Fever,1
C3489414,C0085619,Directed,C3489414_C0085619,Edge from Acanthocheilonema perstans Infection to Orthopnea,1
C3489414,C0033774,Directed,C3489414_C0033774,Edge from Acanthocheilonema perstans Infection to Pruritus,1
C3489414,C3665347,Directed,C3489414_C3665347,Edge from Acanthocheilonema perstans Infection to Visual Impairment,1
C0000887,C0015967,Directed,C0000887_C0015967,Edge from Acantholysis to Fever,1
C0000887,C0151786,Directed,C0000887_C0151786,Edge from Acantholysis to Muscle Weakness,1
C0000887,C0030552,Directed,C0000887_C0030552,Edge from Acantholysis to Paresis,1
C0000887,C0033774,Directed,C0000887_C0033774,Edge from Acantholysis to Pruritus,1
C0000889,C1452968,Directed,C0000889_C1452968,Edge from Acanthosis Nigricans to Androgenization,1
C0000889,C0005910,Directed,C0000889_C0005910,Edge from Acanthosis Nigricans to Body Weight,1
C0000889,C0019572,Directed,C0000889_C0019572,Edge from Acanthosis Nigricans to Hirsutism,1
C0000889,C0020505,Directed,C0000889_C0020505,Edge from Acanthosis Nigricans to Hyperphagia,1
C0000889,C0028756,Directed,C0000889_C0028756,Edge from Acanthosis Nigricans to Morbid obesity,1
C0000889,C0026821,Directed,C0000889_C0026821,Edge from Acanthosis Nigricans to Muscle Cramp,1
C0000889,C0028754,Directed,C0000889_C0028754,Edge from Acanthosis Nigricans to Obesity,1
C0000889,C0033774,Directed,C0000889_C0033774,Edge from Acanthosis Nigricans to Pruritus,1
C0000889,C0018784,Directed,C0000889_C0018784,Edge from Acanthosis Nigricans to Sensorineural Hearing Loss (disorder),1
C0000889,C0037285,Directed,C0000889_C0037285,Edge from Acanthosis Nigricans to Skin Manifestations,1
C2936847,C0005910,Directed,C2936847_C0005910,Edge from Acatalasemia Japanese type to Body Weight,1
C0078888,C0700200,Directed,C0078888_C0700200,Edge from Accelerated Idioventricular Rhythm to Presyncope,1
C0078888,C0277850,Directed,C0078888_C0277850,"Edge from Accelerated Idioventricular Rhythm to Reflex, Pendular",1
C0152180,C0751203,Directed,C0152180_C0751203,"Edge from Accessory Nerve Disorder to Horner Syndrome, Acquired",1
C0152180,C0151786,Directed,C0152180_C0151786,Edge from Accessory Nerve Disorder to Muscle Weakness,1
C0152180,C0026846,Directed,C0152180_C0026846,Edge from Accessory Nerve Disorder to Muscular Atrophy,1
C0152180,C0007859,Directed,C0152180_C0007859,Edge from Accessory Nerve Disorder to Neck Pain,1
C0152180,C0751201,Directed,C0152180_C0751201,Edge from Accessory Nerve Disorder to Neurogenic Hoarseness,1
C0152180,C0030552,Directed,C0152180_C0030552,Edge from Accessory Nerve Disorder to Paresis,1
C0152180,C0542142,Directed,C0152180_C0542142,Edge from Accessory Nerve Disorder to Recurrent Laryngeal Nerve Paralysis,1
C0152180,C0037011,Directed,C0152180_C0037011,Edge from Accessory Nerve Disorder to Shoulder Pain,1
C0152180,C0152116,Directed,C0152180_C0152116,Edge from Accessory Nerve Disorder to Spasmodic torticollis,1
C0152180,C0234544,Directed,C0152180_C0234544,Edge from Accessory Nerve Disorder to Todd Paralysis,1
C0001075,C0005910,Directed,C0001075_C0005910,Edge from Achlorhydria to Body Weight,1
C0001075,C0011991,Directed,C0001075_C0011991,Edge from Achlorhydria to Diarrhea,1
C0001075,C0013395,Directed,C0001075_C0013395,Edge from Achlorhydria to Dyspepsia,1
C0001075,C0014724,Directed,C0001075_C0014724,Edge from Achlorhydria to Eructation,1
C0001075,C0877781,Directed,C0001075_C0877781,Edge from Achlorhydria to Hemicrania,1
C0001075,C0011992,Directed,C0001075_C0011992,Edge from Achlorhydria to Infantile Diarrhea,1
C0001075,C0029166,Directed,C0001075_C0029166,Edge from Achlorhydria to Oral Manifestations,1
C0001075,C0033687,Directed,C0001075_C0033687,Edge from Achlorhydria to Proteinuria,1
C0001075,C0037285,Directed,C0001075_C0037285,Edge from Achlorhydria to Skin Manifestations,1
C0001075,C0917812,Directed,C0001075_C0917812,Edge from Achlorhydria to Tetanilla,1
C0001080,C0003578,Directed,C0001080_C0003578,Edge from Achondroplasia to Apnea,1
C0001080,C0005910,Directed,C0001080_C0005910,Edge from Achondroplasia to Body Weight,1
C0001080,C0018777,Directed,C0001080_C0018777,Edge from Achondroplasia to Conductive hearing loss,1
C0001080,C0026825,Directed,C0001080_C0026825,Edge from Achondroplasia to Flaccid Muscle Tone,1
C0001080,C0455988,Directed,C0001080_C0455988,"Edge from Achondroplasia to Hydrops Fetalis, Non-Immune",1
C0001080,C0021775,Directed,C0001080_C0021775,Edge from Achondroplasia to Intermittent Claudication,1
C0001080,C0221355,Directed,C0001080_C0221355,Edge from Achondroplasia to Macrocephaly,1
